Time[s], Channel 0, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 1, 1, 1
1.094720083333333, 0, 1, 1, 1, 1
1.099107166666667, 1, 1, 1, 1, 1
1.103506750000000, 0, 1, 1, 1, 1
1.104080666666667, 1, 1, 1, 1, 1
1.105646500000000, 0, 1, 1, 1, 1
1.106160583333333, 1, 1, 1, 1, 1
1.106740583333333, 0, 1, 1, 1, 1
1.107255250000000, 1, 1, 1, 1, 1
1.108879333333333, 0, 1, 1, 1, 1
1.109394916666667, 1, 1, 1, 1, 1
1.111018833333334, 0, 1, 1, 1, 1
1.111533916666667, 1, 1, 1, 1, 1
1.112115500000000, 0, 1, 1, 1, 1
1.112629500000000, 1, 1, 1, 1, 1
1.113210000000000, 0, 1, 1, 1, 1
1.113724166666667, 1, 1, 1, 1, 1
1.115347416666667, 0, 1, 1, 1, 1
1.115862750000000, 1, 1, 1, 1, 1
1.116445083333333, 0, 1, 1, 1, 1
1.116959416666667, 1, 1, 1, 1, 1
1.117539083333333, 0, 1, 1, 1, 1
1.118054083333333, 1, 1, 1, 1, 1
1.119678250000000, 0, 1, 1, 1, 1
1.120193000000000, 1, 1, 1, 1, 1
1.120774416666667, 0, 1, 1, 1, 1
1.121288416666667, 1, 1, 1, 1, 1
1.121870666666667, 0, 1, 1, 1, 1
1.122384750000000, 1, 1, 1, 1, 1
1.124008333333333, 0, 1, 1, 1, 1
1.124523000000000, 1, 1, 1, 1, 1
1.126146416666667, 0, 1, 1, 1, 1
1.126661750000000, 1, 1, 1, 1, 1
1.127244583333333, 0, 1, 1, 1, 1
1.127758083333333, 1, 1, 1, 1, 1
1.129381833333333, 0, 1, 1, 1, 1
1.129896833333333, 1, 1, 1, 1, 1
1.130477916666667, 0, 1, 1, 1, 1
1.130991583333333, 1, 1, 1, 1, 1
1.132615500000000, 0, 1, 1, 1, 1
1.133130500000000, 1, 1, 1, 1, 1
1.133712750000000, 0, 1, 1, 1, 1
1.134226750000000, 1, 1, 1, 1, 1
1.135850250000000, 0, 1, 1, 1, 1
1.136364500000000, 1, 1, 1, 1, 1
1.137989166666667, 0, 1, 1, 1, 1
1.138503166666667, 1, 1, 1, 1, 1
1.140125666666667, 0, 1, 1, 1, 1
1.140641250000000, 1, 1, 1, 1, 1
1.142265833333333, 0, 1, 1, 1, 1
1.142780833333333, 1, 1, 1, 1, 1
1.144403416666667, 0, 1, 1, 1, 1
1.144918083333333, 1, 1, 1, 1, 1
1.146542333333333, 0, 1, 1, 1, 1
1.147056750000000, 1, 1, 1, 1, 1
1.147639000000000, 0, 1, 1, 1, 1
1.148152916666667, 1, 1, 1, 1, 1
1.149776666666667, 0, 1, 1, 1, 1
1.150291583333333, 1, 1, 1, 1, 1
1.150872666666667, 0, 1, 1, 1, 1
1.151386916666667, 1, 1, 1, 1, 1
1.151968666666667, 0, 1, 1, 1, 1
1.152482333333333, 1, 1, 1, 1, 1
1.153063750000000, 0, 1, 1, 1, 1
1.153578000000000, 1, 1, 1, 1, 1
1.154159250000000, 0, 1, 1, 1, 1
1.154673333333333, 1, 1, 1, 1, 1
1.155254583333333, 0, 1, 1, 1, 1
1.155769333333333, 1, 1, 1, 1, 1
1.157391666666667, 0, 1, 1, 1, 1
1.157906666666667, 1, 1, 1, 1, 1
1.159531000000000, 0, 1, 1, 1, 1
1.160045666666667, 1, 1, 1, 1, 1
1.161669583333333, 0, 1, 1, 1, 1
1.162183833333333, 1, 1, 1, 1, 1
1.162765000000000, 0, 1, 1, 1, 1
1.163278750000000, 1, 1, 1, 1, 1
1.163858166666667, 0, 1, 1, 1, 1
1.164373166666667, 1, 1, 1, 1, 1
1.165995833333333, 0, 1, 1, 1, 1
1.166511500000000, 1, 1, 1, 1, 1
1.167092750000000, 0, 1, 1, 1, 1
1.167606666666667, 1, 1, 1, 1, 1
1.168187500000000, 0, 1, 1, 1, 1
1.168701500000000, 1, 1, 1, 1, 1
1.169282250000000, 0, 1, 1, 1, 1
1.169796583333333, 1, 1, 1, 1, 1
1.170377500000000, 0, 1, 1, 1, 1
1.170891833333333, 1, 1, 1, 1, 1
1.171473666666667, 0, 1, 1, 1, 1
1.171987833333333, 1, 1, 1, 1, 1
1.173610583333333, 0, 1, 1, 1, 1
1.174125583333334, 1, 1, 1, 1, 1
1.175749250000000, 0, 1, 1, 1, 1
1.176263916666667, 1, 1, 1, 1, 1
1.176845500000000, 0, 1, 1, 1, 1
1.177359666666667, 1, 1, 1, 1, 1
1.178982000000000, 0, 1, 1, 1, 1
1.179497416666667, 1, 1, 1, 1, 1
1.181120750000000, 0, 1, 1, 1, 1
1.181635583333333, 1, 1, 1, 1, 1
1.186877166666667, 0, 1, 1, 1, 1
1.191288333333334, 1, 1, 1, 1, 1
1.195672500000000, 0, 1, 1, 1, 1
1.196187583333333, 1, 1, 1, 1, 1
1.197811916666667, 0, 1, 1, 1, 1
1.198326833333333, 1, 1, 1, 1, 1
1.198909416666667, 0, 1, 1, 1, 1
1.199423000000000, 1, 1, 1, 1, 1
1.201046000000000, 0, 1, 1, 1, 1
1.201560833333333, 1, 1, 1, 1, 1
1.203184083333333, 0, 1, 1, 1, 1
1.203699666666667, 1, 1, 1, 1, 1
1.204280750000000, 0, 1, 1, 1, 1
1.204794916666667, 1, 1, 1, 1, 1
1.205376750000000, 0, 1, 1, 1, 1
1.205891250000000, 1, 1, 1, 1, 1
1.207515416666667, 0, 1, 1, 1, 1
1.208030250000000, 1, 1, 1, 1, 1
1.208611500000000, 0, 1, 1, 1, 1
1.209125583333333, 1, 1, 1, 1, 1
1.209706166666667, 0, 1, 1, 1, 1
1.210220500000000, 1, 1, 1, 1, 1
1.211843916666667, 0, 1, 1, 1, 1
1.212359583333333, 1, 1, 1, 1, 1
1.212941666666667, 0, 1, 1, 1, 1
1.213455083333334, 1, 1, 1, 1, 1
1.214036666666667, 0, 1, 1, 1, 1
1.214551500000000, 1, 1, 1, 1, 1
1.216174500000000, 0, 1, 1, 1, 1
1.216689750000000, 1, 1, 1, 1, 1
1.218314166666667, 0, 1, 1, 1, 1
1.218829000000000, 1, 1, 1, 1, 1
1.219410916666667, 0, 1, 1, 1, 1
1.219925000000000, 1, 1, 1, 1, 1
1.221549000000000, 0, 1, 1, 1, 1
