Time[s], Channel 0, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 1, 1, 1
1.294374833333333, 0, 1, 1, 1, 1
1.298833166666667, 1, 1, 1, 1, 1
1.303158333333333, 0, 1, 1, 1, 1
1.303746000000000, 1, 1, 1, 1, 1
1.305296500000000, 0, 1, 1, 1, 1
1.305884666666667, 1, 1, 1, 1, 1
1.306391333333333, 0, 1, 1, 1, 1
1.306978583333333, 1, 1, 1, 1, 1
1.308530250000000, 0, 1, 1, 1, 1
1.309117250000000, 1, 1, 1, 1, 1
1.310668333333333, 0, 1, 1, 1, 1
1.311255250000000, 1, 1, 1, 1, 1
1.311764416666667, 0, 1, 1, 1, 1
1.312350833333333, 1, 1, 1, 1, 1
1.312858833333333, 0, 1, 1, 1, 1
1.313445166666667, 1, 1, 1, 1, 1
1.314996250000000, 0, 1, 1, 1, 1
1.315583916666667, 1, 1, 1, 1, 1
1.316093916666667, 0, 1, 1, 1, 1
1.316680333333333, 1, 1, 1, 1, 1
1.317187250000000, 0, 1, 1, 1, 1
1.317774916666667, 1, 1, 1, 1, 1
1.319324166666667, 0, 1, 1, 1, 1
1.319912666666667, 1, 1, 1, 1, 1
1.320420083333333, 0, 1, 1, 1, 1
1.321007500000000, 1, 1, 1, 1, 1
1.321516500000000, 0, 1, 1, 1, 1
1.322103666666667, 1, 1, 1, 1, 1
1.323652416666667, 0, 1, 1, 1, 1
1.324241083333333, 1, 1, 1, 1, 1
1.325791083333334, 0, 1, 1, 1, 1
1.326378833333334, 1, 1, 1, 1, 1
1.326887166666667, 0, 1, 1, 1, 1
1.327474000000000, 1, 1, 1, 1, 1
1.329024916666667, 0, 1, 1, 1, 1
1.329611083333333, 1, 1, 1, 1, 1
1.330120416666667, 0, 1, 1, 1, 1
1.330706500000000, 1, 1, 1, 1, 1
1.331215833333333, 0, 1, 1, 1, 1
1.331802750000000, 1, 1, 1, 1, 1
1.332309916666667, 0, 1, 1, 1, 1
1.332897250000000, 1, 1, 1, 1, 1
1.334448000000000, 0, 1, 1, 1, 1
1.335035666666667, 1, 1, 1, 1, 1
1.336584750000000, 0, 1, 1, 1, 1
1.337172500000000, 1, 1, 1, 1, 1
1.338723333333333, 0, 1, 1, 1, 1
1.339310916666667, 1, 1, 1, 1, 1
1.340860916666667, 0, 1, 1, 1, 1
1.341448750000000, 1, 1, 1, 1, 1
1.342999416666667, 0, 1, 1, 1, 1
1.343586666666667, 1, 1, 1, 1, 1
1.345136583333334, 0, 1, 1, 1, 1
1.345724916666667, 1, 1, 1, 1, 1
1.347275333333333, 0, 1, 1, 1, 1
1.347864083333334, 1, 1, 1, 1, 1
1.349413416666667, 0, 1, 1, 1, 1
1.350001666666667, 1, 1, 1, 1, 1
1.350509500000000, 0, 1, 1, 1, 1
1.351096666666667, 1, 1, 1, 1, 1
1.351604666666667, 0, 1, 1, 1, 1
1.352191583333333, 1, 1, 1, 1, 1
1.352699083333333, 0, 1, 1, 1, 1
1.353286000000000, 1, 1, 1, 1, 1
1.353794833333333, 0, 1, 1, 1, 1
1.354381583333333, 1, 1, 1, 1, 1
1.354889000000000, 0, 1, 1, 1, 1
1.355476250000000, 1, 1, 1, 1, 1
1.355984333333333, 0, 1, 1, 1, 1
1.356572750000000, 1, 1, 1, 1, 1
1.358121083333333, 0, 1, 1, 1, 1
1.358710666666667, 1, 1, 1, 1, 1
1.360260083333333, 0, 1, 1, 1, 1
1.360847583333333, 1, 1, 1, 1, 1
1.362398333333333, 0, 1, 1, 1, 1
1.362986250000000, 1, 1, 1, 1, 1
1.363493333333333, 0, 1, 1, 1, 1
1.364080500000000, 1, 1, 1, 1, 1
1.365630083333333, 0, 1, 1, 1, 1
1.366217833333333, 1, 1, 1, 1, 1
1.366725833333333, 0, 1, 1, 1, 1
1.367314750000000, 1, 1, 1, 1, 1
1.367822750000000, 0, 1, 1, 1, 1
1.368409750000000, 1, 1, 1, 1, 1
1.369957583333334, 0, 1, 1, 1, 1
1.370547166666667, 1, 1, 1, 1, 1
1.371053833333334, 0, 1, 1, 1, 1
1.371641500000000, 1, 1, 1, 1, 1
1.372149000000000, 0, 1, 1, 1, 1
1.372736166666667, 1, 1, 1, 1, 1
1.373242750000000, 0, 1, 1, 1, 1
1.373830250000000, 1, 1, 1, 1, 1
1.375379166666667, 0, 1, 1, 1, 1
1.375968250000000, 1, 1, 1, 1, 1
1.376475916666667, 0, 1, 1, 1, 1
1.377063500000000, 1, 1, 1, 1, 1
1.378612583333333, 0, 1, 1, 1, 1
1.379200833333333, 1, 1, 1, 1, 1
1.380750750000000, 0, 1, 1, 1, 1
1.381339500000000, 1, 1, 1, 1, 1
1.386505250000000, 0, 1, 1, 1, 1
1.390991166666667, 1, 1, 1, 1, 1
1.395301000000000, 0, 1, 1, 1, 1
1.395889416666667, 1, 1, 1, 1, 1
1.397439416666667, 0, 1, 1, 1, 1
1.398028000000000, 1, 1, 1, 1, 1
1.398535916666667, 0, 1, 1, 1, 1
1.399124000000000, 1, 1, 1, 1, 1
1.400673583333333, 0, 1, 1, 1, 1
1.401261833333333, 1, 1, 1, 1, 1
1.402812083333334, 0, 1, 1, 1, 1
1.403401000000000, 1, 1, 1, 1, 1
1.403909166666667, 0, 1, 1, 1, 1
1.404497250000000, 1, 1, 1, 1, 1
1.405004583333333, 0, 1, 1, 1, 1
1.405592500000000, 1, 1, 1, 1, 1
1.407141583333333, 0, 1, 1, 1, 1
1.407731000000000, 1, 1, 1, 1, 1
1.408237833333333, 0, 1, 1, 1, 1
1.408826166666667, 1, 1, 1, 1, 1
1.409332416666667, 0, 1, 1, 1, 1
1.409919583333333, 1, 1, 1, 1, 1
1.411470250000000, 0, 1, 1, 1, 1
1.412058583333333, 1, 1, 1, 1, 1
1.412565916666667, 0, 1, 1, 1, 1
1.413153416666667, 1, 1, 1, 1, 1
1.413661083333333, 0, 1, 1, 1, 1
1.414249916666667, 1, 1, 1, 1, 1
1.415797666666667, 0, 1, 1, 1, 1
1.416387000000000, 1, 1, 1, 1, 1
1.417935666666667, 0, 1, 1, 1, 1
1.418525250000000, 1, 1, 1, 1, 1
1.419033500000000, 0, 1, 1, 1, 1
1.419621750000000, 1, 1, 1, 1, 1
1.421171083333334, 0, 1, 1, 1, 1
1.421759416666667, 1, 1, 1, 1, 1
1.422266166666667, 0, 1, 1, 1, 1
1.422854416666667, 1, 1, 1, 1, 1
1.423360750000000, 0, 1, 1, 1, 1
1.423949916666667, 1, 1, 1, 1, 1
1.424455583333333, 0, 1, 1, 1, 1
1.425044000000000, 1, 1, 1, 1, 1
1.426593750000000, 0, 1, 1, 1, 1
1.427182666666667, 1, 1, 1, 1, 1
1.428731583333333, 0, 1, 1, 1, 1
1.429320750000000, 1, 1, 1, 1, 1
1.430870916666667, 0, 1, 1, 1, 1
1.431460166666667, 1, 1, 1, 1, 1
1.433008083333333, 0, 1, 1, 1, 1
1.433596250000000, 1, 1, 1, 1, 1
1.435146000000000, 0, 1, 1, 1, 1
1.435735416666667, 1, 1, 1, 1, 1
1.437285333333334, 0, 1, 1, 1, 1
1.437874750000000, 1, 1, 1, 1, 1
1.439422500000000, 0, 1, 1, 1, 1
1.440012666666667, 1, 1, 1, 1, 1
1.441561583333334, 0, 1, 1, 1, 1
1.442150500000000, 1, 1, 1, 1, 1
1.442657500000000, 0, 1, 1, 1, 1
1.443246166666667, 1, 1, 1, 1, 1
1.443752083333333, 0, 1, 1, 1, 1
1.444341000000000, 1, 1, 1, 1, 1
1.444847166666667, 0, 1, 1, 1, 1
1.445435666666667, 1, 1, 1, 1, 1
1.445942166666667, 0, 1, 1, 1, 1
1.446531666666667, 1, 1, 1, 1, 1
1.447037333333334, 0, 1, 1, 1, 1
1.447626000000000, 1, 1, 1, 1, 1
1.448133166666667, 0, 1, 1, 1, 1
1.448721416666667, 1, 1, 1, 1, 1
1.450269000000000, 0, 1, 1, 1, 1
1.450859083333333, 1, 1, 1, 1, 1
1.452408833333333, 0, 1, 1, 1, 1
1.452998333333333, 1, 1, 1, 1, 1
1.454547416666667, 0, 1, 1, 1, 1
1.455136750000000, 1, 1, 1, 1, 1
1.455642666666667, 0, 1, 1, 1, 1
1.456230500000000, 1, 1, 1, 1, 1
1.457779916666667, 0, 1, 1, 1, 1
1.458368833333333, 1, 1, 1, 1, 1
1.458875166666667, 0, 1, 1, 1, 1
1.459464166666667, 1, 1, 1, 1, 1
1.459970916666667, 0, 1, 1, 1, 1
1.460559083333334, 1, 1, 1, 1, 1
1.462109416666667, 0, 1, 1, 1, 1
1.462698250000000, 1, 1, 1, 1, 1
1.463204250000000, 0, 1, 1, 1, 1
1.463792750000000, 1, 1, 1, 1, 1
1.464300166666667, 0, 1, 1, 1, 1
1.464888000000000, 1, 1, 1, 1, 1
1.465394583333334, 0, 1, 1, 1, 1
