Time[s], Channel 0, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 1, 1, 1
0.380167000000000, 0, 1, 1, 1, 1
0.384553500000000, 1, 1, 1, 1, 1
0.388952916666667, 0, 1, 1, 1, 1
0.389529583333333, 1, 1, 1, 1, 1
0.391089500000000, 0, 1, 1, 1, 1
0.391605166666667, 1, 1, 1, 1, 1
0.392188666666667, 0, 1, 1, 1, 1
0.392701583333333, 1, 1, 1, 1, 1
0.394324833333333, 0, 1, 1, 1, 1
0.394904500000000, 1, 1, 1, 1, 1
0.396463500000000, 0, 1, 1, 1, 1
0.397041250000000, 1, 1, 1, 1, 1
0.397560416666667, 0, 1, 1, 1, 1
0.398139583333333, 1, 1, 1, 1, 1
0.398654916666667, 0, 1, 1, 1, 1
0.399169250000000, 1, 1, 1, 1, 1
0.400793250000000, 0, 1, 1, 1, 1
0.401308416666667, 1, 1, 1, 1, 1
0.401889666666667, 0, 1, 1, 1, 1
0.402403750000000, 1, 1, 1, 1, 1
0.402984666666667, 0, 1, 1, 1, 1
0.403498416666667, 1, 1, 1, 1, 1
0.405123166666667, 0, 1, 1, 1, 1
0.405637833333333, 1, 1, 1, 1, 1
0.406219666666667, 0, 1, 1, 1, 1
0.406733500000000, 1, 1, 1, 1, 1
0.407314916666667, 0, 1, 1, 1, 1
0.407828583333333, 1, 1, 1, 1, 1
0.409453416666667, 0, 1, 1, 1, 1
0.409968333333333, 1, 1, 1, 1, 1
0.411591666666667, 0, 1, 1, 1, 1
0.412106250000000, 1, 1, 1, 1, 1
0.412688750000000, 0, 1, 1, 1, 1
0.413202666666667, 1, 1, 1, 1, 1
0.414826666666667, 0, 1, 1, 1, 1
0.415341500000000, 1, 1, 1, 1, 1
0.415922250000000, 0, 1, 1, 1, 1
0.416436500000000, 1, 1, 1, 1, 1
0.418059000000000, 0, 1, 1, 1, 1
0.418574750000000, 1, 1, 1, 1, 1
0.420199916666667, 0, 1, 1, 1, 1
0.420714500000000, 1, 1, 1, 1, 1
0.422337333333333, 0, 1, 1, 1, 1
0.422852583333333, 1, 1, 1, 1, 1
0.424477000000000, 0, 1, 1, 1, 1
0.424991500000000, 1, 1, 1, 1, 1
0.425572166666667, 0, 1, 1, 1, 1
0.426086250000000, 1, 1, 1, 1, 1
0.427710916666667, 0, 1, 1, 1, 1
0.428225583333333, 1, 1, 1, 1, 1
0.429848416666667, 0, 1, 1, 1, 1
0.430363666666667, 1, 1, 1, 1, 1
0.431987166666667, 0, 1, 1, 1, 1
0.432568833333333, 1, 1, 1, 1, 1
0.433083833333333, 0, 1, 1, 1, 1
0.433658416666667, 1, 1, 1, 1, 1
0.434179916666667, 0, 1, 1, 1, 1
0.434755333333333, 1, 1, 1, 1, 1
0.435273750000000, 0, 1, 1, 1, 1
0.435851583333333, 1, 1, 1, 1, 1
0.436371333333333, 0, 1, 1, 1, 1
0.436884833333333, 1, 1, 1, 1, 1
0.438508333333333, 0, 1, 1, 1, 1
0.439089250000000, 1, 1, 1, 1, 1
0.439603666666667, 0, 1, 1, 1, 1
0.440185250000000, 1, 1, 1, 1, 1
0.440700500000000, 0, 1, 1, 1, 1
0.441279833333333, 1, 1, 1, 1, 1
0.442837083333333, 0, 1, 1, 1, 1
0.443415416666667, 1, 1, 1, 1, 1
0.444976666666667, 0, 1, 1, 1, 1
